1.567170690961359725e+01	9.467605550082996757e+00	9.962896005337260164e+00	9.030667136246941951e+00	9.350939181546431556e+00	9.199672344836363536e+00	8.507794640198696356e+00	8.771489469500599157e+00	8.422064766172812966e+00	9.364134655008051311e+00	8.451211111832328982e+00	7.451211111832328982e+00	7.839203788096943626e+00	7.321928094887362626e+00	8.098032082960527234e+00	7.754887502163468227e+00	6.820178962415187840e+00	6.794415866350106192e+00	7.266786540694901042e+00	6.228818690495880439e+00	6.807354922057603730e+00	6.700439718141091738e+00	6.247927513443585212e+00	7.366322214245816014e+00	6.209453365628950117e+00	7.219168520462161176e+00	6.475733430966397641e+00	6.459431618637297312e+00	5.727920454563198760e+00	6.554588851677637606e+00	5.129283016944966356e+00	5.906890595608518701e+00	6.189824558880017591e+00	4.954196310386874913e+00	6.569855608330947838e+00	5.614709844115208348e+00	6.599912842187127815e+00	5.129283016944966356e+00	4.584962500721156076e+00	4.906890595608518701e+00	5.129283016944966356e+00	4.857980995127571866e+00	5.247927513443585212e+00	5.584962500721156076e+00	4.857980995127571866e+00	7.348728154231077170e+00
9.467605550082996757e+00	1.520365388552959729e+01	9.219168520462162064e+00	7.569855608330947838e+00	8.219168520462162064e+00	7.491853096329674777e+00	7.912889336229961934e+00	8.174925682500678192e+00	9.071462362556623304e+00	8.584962500721156076e+00	9.103287808412021676e+00	8.257387842692651247e+00	5.727920454563198760e+00	7.467605550082997645e+00	6.087462841250339096e+00	6.129283016944966356e+00	7.087462841250339096e+00	7.033423001537450148e+00	6.149747119504682225e+00	5.321928094887362626e+00	5.754887502163468227e+00	4.247927513443585212e+00	6.087462841250339096e+00	6.442943495848727942e+00	6.108524456778169132e+00	7.159871336778389050e+00	6.321928094887362626e+00	5.643856189774724363e+00	5.781359713524659938e+00	5.523561956057013056e+00	5.672425341971495172e+00	4.754887502163468227e+00	4.247927513443585212e+00	5.285402218862248702e+00	4.906890595608518701e+00	5.672425341971495172e+00	5.044394119358453388e+00	5.285402218862248702e+00	4.392317422778760694e+00	4.754887502163468227e+00	5.129283016944966356e+00	4.584962500721156076e+00	5.584962500721156076e+00	5.807354922057603730e+00	5.857980995127571866e+00	6.375039431346924523e+00
9.962896005337260164e+00	9.219168520462162064e+00	1.468529631984769779e+01	9.310612781659528991e+00	9.066089190457772062e+00	8.618385502258606223e+00	8.224001674198104794e+00	8.271463027904374599e+00	7.826548487290915013e+00	8.764871590736090567e+00	7.714245517666122431e+00	6.807354922057603730e+00	6.894817763307943714e+00	6.727920454563198760e+00	7.266786540694901042e+00	6.906890595608518701e+00	6.285402218862248702e+00	6.149747119504682225e+00	6.523561956057013056e+00	4.700439718141091738e+00	5.392317422778760694e+00	5.754887502163468227e+00	5.129283016944966356e+00	5.857980995127571866e+00	5.523561956057013056e+00	5.954196310386874913e+00	5.129283016944966356e+00	5.523561956057013056e+00	4.700439718141091738e+00	5.285402218862248702e+00	4.169925001442312151e+00	4.700439718141091738e+00	5.209453365628950117e+00	4.523561956057013056e+00	5.087462841250339096e+00	4.000000000000000000e+00	5.491853096329674777e+00	4.087462841250339096e+00	3.459431618637297312e+00	3.807354922057604174e+00	3.807354922057604174e+00	4.807354922057603730e+00	3.700439718141092182e+00	4.700439718141091738e+00	3.700439718141092182e+00	5.727920454563198760e+00
9.030667136246941951e+00	7.569855608330947838e+00	9.310612781659528991e+00	1.474682919401612224e+01	9.896332403909941178e+00	8.903881845736179912e+00	8.076815597050831741e+00	8.005624549193878892e+00	7.159871336778389050e+00	8.392317422778759806e+00	6.894817763307943714e+00	6.303780748177103099e+00	7.266786540694901042e+00	6.228818690495880439e+00	7.366322214245816014e+00	6.882643049361841570e+00	5.954196310386874913e+00	5.807354922057603730e+00	6.022367813028454364e+00	4.754887502163468227e+00	5.832890014164741288e+00	5.906890595608518701e+00	4.857980995127571866e+00	6.108524456778169132e+00	5.727920454563198760e+00	5.832890014164741288e+00	5.000000000000000000e+00	5.614709844115208348e+00	4.857980995127571866e+00	5.781359713524659938e+00	4.000000000000000000e+00	5.087462841250339096e+00	5.491853096329674777e+00	4.807354922057603730e+00	5.672425341971495172e+00	3.584962500721156076e+00	5.930737337562886680e+00	4.087462841250339096e+00	3.000000000000000000e+00	3.700439718141092182e+00	3.906890595608518701e+00	4.643856189774724363e+00	4.321928094887362626e+00	4.807354922057603730e+00	4.000000000000000000e+00	6.266786540694901042e+00
9.350939181546431556e+00	8.219168520462162064e+00	9.066089190457772062e+00	9.896332403909941178e+00	1.519163759584162676e+01	1.035314682549808296e+01	9.228818690495881327e+00	9.014020470314934030e+00	8.139551352398793682e+00	9.063395081288510013e+00	7.768184324776925997e+00	7.483815777264256397e+00	7.285402218862248702e+00	7.321928094887362626e+00	7.366322214245816014e+00	7.294620748891627038e+00	6.741466986401146499e+00	6.629356620079609463e+00	6.700439718141091738e+00	5.392317422778760694e+00	6.357552004618083785e+00	5.672425341971495172e+00	5.832890014164741288e+00	6.845490050944374794e+00	6.266786540694901042e+00	6.700439718141091738e+00	5.781359713524659938e+00	5.672425341971495172e+00	5.523561956057013056e+00	6.129283016944966356e+00	4.584962500721156076e+00	5.700439718141091738e+00	5.781359713524659938e+00	5.643856189774724363e+00	6.375039431346924523e+00	4.807354922057603730e+00	6.169925001442312151e+00	5.087462841250339096e+00	4.523561956057013056e+00	4.392317422778760694e+00	4.807354922057603730e+00	5.044394119358453388e+00	5.209453365628950117e+00	5.459431618637297312e+00	4.754887502163468227e+00	6.569855608330947838e+00
9.199672344836363536e+00	7.491853096329674777e+00	8.618385502258606223e+00	8.903881845736179912e+00	1.035314682549808296e+01	1.499656175665462854e+01	1.051372759595243700e+01	8.982993574694310368e+00	7.554588851677637606e+00	8.471675214392044850e+00	7.169925001442312151e+00	6.727920454563198760e+00	7.321928094887362626e+00	6.459431618637297312e+00	7.483815777264256397e+00	7.179909090014934492e+00	6.189824558880017591e+00	6.266786540694901042e+00	6.426264754702097903e+00	5.321928094887362626e+00	5.930737337562886680e+00	5.882643049361841570e+00	5.426264754702097903e+00	6.523561956057013056e+00	5.754887502163468227e+00	6.266786540694901042e+00	5.614709844115208348e+00	5.672425341971495172e+00	4.857980995127571866e+00	5.954196310386874913e+00	4.321928094887362626e+00	5.614709844115208348e+00	5.930737337562886680e+00	4.906890595608518701e+00	6.066089190457772062e+00	4.087462841250339096e+00	6.209453365628950117e+00	4.523561956057013056e+00	4.000000000000000000e+00	4.321928094887362626e+00	4.754887502163468227e+00	4.584962500721156076e+00	4.857980995127571866e+00	4.459431618637297312e+00	4.954196310386874913e+00	6.539158811108030989e+00
8.507794640198696356e+00	7.912889336229961934e+00	8.224001674198104794e+00	8.076815597050831741e+00	9.228818690495881327e+00	1.051372759595243700e+01	1.516368898168790835e+01	9.409390936137702610e+00	7.960001932068080599e+00	8.622051819456375554e+00	7.693486957499325207e+00	7.129283016944966356e+00	6.894817763307943714e+00	7.434628227636724596e+00	7.330916878114616786e+00	6.942514505339239861e+00	6.442943495848727942e+00	6.321928094887362626e+00	6.643856189774724363e+00	5.727920454563198760e+00	5.882643049361841570e+00	6.087462841250339096e+00	5.523561956057013056e+00	6.894817763307943714e+00	5.954196310386874913e+00	6.741466986401146499e+00	6.022367813028454364e+00	5.614709844115208348e+00	5.584962500721156076e+00	5.882643049361841570e+00	4.643856189774724363e+00	5.209453365628950117e+00	5.357552004618083785e+00	5.087462841250339096e+00	5.781359713524659938e+00	4.247927513443585212e+00	6.189824558880017591e+00	5.285402218862248702e+00	4.643856189774724363e+00	5.000000000000000000e+00	4.857980995127571866e+00	5.285402218862248702e+00	5.044394119358453388e+00	5.392317422778760694e+00	4.906890595608518701e+00	6.357552004618083785e+00
8.771489469500599157e+00	8.174925682500678192e+00	8.271463027904374599e+00	8.005624549193878892e+00	9.014020470314934030e+00	8.982993574694310368e+00	9.409390936137702610e+00	1.444798721095804162e+01	8.686500527183218523e+00	9.184875342908283002e+00	8.417852514885897364e+00	7.577428828035748687e+00	7.159871336778389050e+00	7.734709620225838300e+00	6.870364719583404778e+00	7.330916878114616786e+00	7.033423001537450148e+00	7.238404739325078552e+00	6.988684686772165477e+00	5.614709844115208348e+00	6.087462841250339096e+00	5.781359713524659938e+00	6.129283016944966356e+00	6.894817763307943714e+00	5.977279923499916769e+00	6.820178962415187840e+00	6.129283016944966356e+00	5.930737337562886680e+00	5.357552004618083785e+00	5.832890014164741288e+00	4.523561956057013056e+00	4.700439718141091738e+00	4.906890595608518701e+00	4.700439718141091738e+00	5.087462841250339096e+00	4.459431618637297312e+00	5.584962500721156076e+00	4.392317422778760694e+00	4.857980995127571866e+00	4.169925001442312151e+00	4.392317422778760694e+00	4.857980995127571866e+00	3.700439718141092182e+00	5.044394119358453388e+00	4.857980995127571866e+00	6.303780748177103099e+00
8.422064766172812966e+00	9.071462362556623304e+00	7.826548487290915013e+00	7.159871336778389050e+00	8.139551352398793682e+00	7.554588851677637606e+00	7.960001932068080599e+00	8.686500527183218523e+00	1.508035953578763078e+01	1.184352853461108879e+01	1.030606168942834167e+01	9.129283016944967244e+00	6.977279923499916769e+00	8.611024797307353040e+00	7.129283016944966356e+00	7.643856189774724363e+00	8.344295907915816102e+00	8.129283016944967244e+00	7.118941072723507624e+00	6.820178962415187840e+00	6.228818690495880439e+00	5.000000000000000000e+00	6.807354922057603730e+00	7.179909090014934492e+00	7.033423001537450148e+00	8.092757140919852432e+00	6.857980995127571866e+00	5.807354922057603730e+00	6.409390936137701722e+00	5.754887502163468227e+00	5.700439718141091738e+00	4.700439718141091738e+00	4.700439718141091738e+00	4.857980995127571866e+00	4.000000000000000000e+00	5.357552004618083785e+00	4.857980995127571866e+00	5.285402218862248702e+00	4.643856189774724363e+00	5.000000000000000000e+00	5.044394119358453388e+00	4.584962500721156076e+00	5.000000000000000000e+00	5.426264754702097903e+00	5.321928094887362626e+00	5.930737337562886680e+00
9.364134655008051311e+00	8.584962500721156076e+00	8.764871590736090567e+00	8.392317422778759806e+00	9.063395081288510013e+00	8.471675214392044850e+00	8.622051819456375554e+00	9.184875342908283002e+00	1.184352853461108879e+01	1.548824812015434205e+01	1.052845411076478932e+01	8.960001932068081487e+00	8.426264754702097903e+00	8.870364719583404778e+00	8.238404739325078552e+00	8.562242424221071957e+00	8.643856189774725252e+00	8.554588851677637606e+00	7.936637939002570974e+00	6.882643049361841570e+00	7.087462841250339096e+00	6.426264754702097903e+00	6.857980995127571866e+00	7.781359713524659938e+00	6.768184324776925997e+00	7.643856189774724363e+00	6.658211482751794641e+00	6.285402218862248702e+00	6.554588851677637606e+00	6.303780748177103099e+00	5.832890014164741288e+00	5.426264754702097903e+00	5.491853096329674777e+00	5.700439718141091738e+00	5.977279923499916769e+00	5.643856189774724363e+00	5.977279923499916769e+00	5.209453365628950117e+00	4.169925001442312151e+00	4.954196310386874913e+00	5.209453365628950117e+00	5.285402218862248702e+00	5.459431618637297312e+00	5.700439718141091738e+00	5.285402218862248702e+00	6.643856189774724363e+00
